EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2030,P2040,P2050,P2060,P2070,P2080
191,ANTHONY,MUNICIPAL,E,EL PASO,N,4108,4280,4369,4406,4442,4479
192,ANTON,MUNICIPAL,O,HOCKLEY,N,820,808,796,785,778,779
193,APPLEBY WSC,MUNICIPAL,I,NACOGDOCHES,N,3646,3766,3876,4060,4242,4421
194,AQUA WSC,MUNICIPAL,G,LEE,Y,1640,1702,1769,1837,1908,1982
194,AQUA WSC,MUNICIPAL,K,BASTROP,Y,79444,98723,121570,147521,176930,210260
194,AQUA WSC,MUNICIPAL,K,TRAVIS,Y,8397,9970,11335,12696,14240,15990
194,AQUA WSC,MUNICIPAL,L,CALDWELL,Y,1143,1319,1485,1643,1825,2032
195,ARANSAS PASS,MUNICIPAL,N,ARANSAS,Y,842,837,816,798,780,763
195,ARANSAS PASS,MUNICIPAL,N,SAN PATRICIO,Y,8585,8591,8611,8671,8729,8787
196,ARCHER CITY,MUNICIPAL,B,ARCHER,N,1617,1531,1436,1345,1263,1180
199,ARGYLE WSC,MUNICIPAL,C,DENTON,N,13736,17803,23593,29159,33250,36250
200,ARLINGTON,MUNICIPAL,C,TARRANT,N,443307,482455,513986,539421,574231,591297
201,ARP,MUNICIPAL,I,SMITH,N,821,752,703,638,575,513
202,ASHERTON,MUNICIPAL,L,DIMMIT,N,684,652,614,579,539,498
203,ASPERMONT,MUNICIPAL,G,STONEWALL,N,666,627,576,540,504,468
204,ATASCOSA RURAL WSC,MUNICIPAL,L,BEXAR,N,13378,15582,17558,19278,21252,23517
205,ATHENS,MUNICIPAL,C,HENDERSON,Y,12998,15700,20673,24945,30100,33252
205,ATHENS,MUNICIPAL,I,HENDERSON,Y,210,213,211,211,211,211
206,ATLANTA,MUNICIPAL,D,CASS,N,5031,4805,4557,4358,4159,3960
207,AUBREY,MUNICIPAL,C,DENTON,N,8276,14448,24810,33745,40586,40586
209,AZLE,MUNICIPAL,C,PARKER,Y,3347,4258,5287,6382,7584,8906
209,AZLE,MUNICIPAL,C,TARRANT,Y,12981,14517,15787,16787,17888,19099
210,BACLIFF MUD,MUNICIPAL,H,GALVESTON,N,9095,9397,9574,9703,9772,9834
212,BAIRD,MUNICIPAL,G,CALLAHAN,N,1537,1535,1523,1507,1490,1470
213,BALCH SPRINGS,MUNICIPAL,C,DALLAS,N,28412,30394,33234,36214,40018,42000
215,BALLINGER,MUNICIPAL,F,RUNNELS,N,3611,3638,3655,3699,3753,3821
217,BANDERA,MUNICIPAL,J,BANDERA,N,1949,1988,2028,2069,2111,2152
218,BANGS,MUNICIPAL,F,BROWN,N,2776,2824,2828,2837,2848,2858
220,BARTLETT,MUNICIPAL,G,BELL,Y,664,634,611,584,554,524
220,BARTLETT,MUNICIPAL,G,WILLIAMSON,Y,975,988,1001,1018,1034,1052
221,BARTON CREEK WEST WSC,MUNICIPAL,K,TRAVIS,N,1306,1337,1337,1337,1337,1337
223,CROSS TIMBERS WSC,MUNICIPAL,C,DENTON,N,9808,12310,14944,17622,20802,25403
224,BASTROP,MUNICIPAL,K,BASTROP,N,11346,14029,17208,20819,24912,29550
225,BASTROP COUNTY WCID 2,MUNICIPAL,K,BASTROP,N,5276,6491,7929,9563,11414,13513
226,BAY CITY,MUNICIPAL,K,MATAGORDA,N,17379,17355,17403,17436,17461,17473
227,GALVESTON COUNTY MUD 12,MUNICIPAL,H,GALVESTON,N,2301,2302,2302,2302,2302,2302
228,BAYTOWN,MUNICIPAL,H,CHAMBERS,Y,6788,8728,10984,13467,16106,19052
228,BAYTOWN,MUNICIPAL,H,HARRIS,Y,98515,114428,120256,122039,119849,117296
231,BECKVILLE,MUNICIPAL,I,PANOLA,N,654,581,519,466,421,383
232,BEDFORD,MUNICIPAL,C,TARRANT,N,52345,56345,57255,60166,60166,60166
234,BEEVILLE,MUNICIPAL,N,BEE,N,13233,13852,14552,15394,16317,17333
235,BELL MILAM FALLS WSC,MUNICIPAL,G,BELL,Y,2263,2404,2511,2573,2642,2721
235,BELL MILAM FALLS WSC,MUNICIPAL,G,FALLS,Y,1254,1169,1079,993,901,797
235,BELL MILAM FALLS WSC,MUNICIPAL,G,MILAM,Y,1426,1402,1351,1304,1253,1201
235,BELL MILAM FALLS WSC,MUNICIPAL,G,WILLIAMSON,Y,353,448,559,682,818,972
236,BELLAIRE,MUNICIPAL,H,HARRIS,N,17749,18105,18129,18152,17882,17696
237,BELLMEAD,MUNICIPAL,G,MCLENNAN,N,11152,11534,11869,12109,12397,12735
238,BELLS,MUNICIPAL,C,GRAYSON,N,1743,1900,2031,2147,2275,2416
239,BELLVILLE,MUNICIPAL,H,AUSTIN,N,4333,4399,4534,4599,4654,4715
240,BELTON,MUNICIPAL,G,BELL,N,28600,34647,40620,46083,50585,53719
241,DUVAL COUNTY CRD,MUNICIPAL,N,DUVAL,N,1185,1119,1055,1000,941,879
242,BENBROOK WATER AUTHORITY,MUNICIPAL,C,TARRANT,N,27156,29353,31526,33698,35871,38044
243,BENTON CITY WSC,MUNICIPAL,L,ATASCOSA,Y,14426,16133,17752,18851,20120,21580
243,BENTON CITY WSC,MUNICIPAL,L,FRIO,Y,1287,1693,1974,1990,2008,2028
243,BENTON CITY WSC,MUNICIPAL,L,MEDINA,Y,5897,6266,6536,6710,6910,7139
244,BERRYVILLE,MUNICIPAL,I,ANDERSON,Y,15,15,15,15,15,14
244,BERRYVILLE,MUNICIPAL,I,HENDERSON,Y,727,697,752,757,762,766
245,BERTRAM,MUNICIPAL,K,BURNET,N,4787,6197,7417,8818,10397,12178
246,BETHANY SUD,MUNICIPAL,G,JOHNSON,N,3488,3852,4214,4531,4889,5290
247,BETHEL ASH WSC,MUNICIPAL,C,HENDERSON,Y,3053,3205,3238,3316,3403,3499
247,BETHEL ASH WSC,MUNICIPAL,D,VAN ZANDT,Y,1720,1892,2057,2223,2391,2563
247,BETHEL ASH WSC,MUNICIPAL,I,HENDERSON,Y,2752,2773,2885,2932,2978,3022
248,BETHESDA WSC,MUNICIPAL,C,TARRANT,Y,349,386,417,441,467,496
248,BETHESDA WSC,MUNICIPAL,G,JOHNSON,Y,35321,40859,46413,51444,57094,63439
250,BEVIL OAKS,MUNICIPAL,I,JEFFERSON,N,1039,1049,1047,1035,1021,1009
252,BIG LAKE,MUNICIPAL,F,REAGAN,N,2996,3085,3120,3127,3133,3140
254,BIG SANDY,MUNICIPAL,D,UPSHUR,N,1124,1135,1131,1114,1097,1081
255,BIG SPRING,MUNICIPAL,F,HOWARD,N,26620,27342,27743,27217,26645,26021
256,BIG WELLS,MUNICIPAL,L,DIMMIT,N,418,398,375,352,329,300
257,BISHOP,MUNICIPAL,N,NUECES,N,3265,3323,3326,3305,3282,3261
258,BISTONE MUNICIPAL WATER SUPPLY DISTRICT,MUNICIPAL,G,LIMESTONE,N,522,507,487,467,445,424
259,THE BITTER CREEK WSC,MUNICIPAL,G,FISHER,Y,667,642,625,616,606,596
259,THE BITTER CREEK WSC,MUNICIPAL,G,NOLAN,Y,964,1038,1127,1211,1315,1445
260,BLACKLAND WSC,MUNICIPAL,C,ROCKWALL,N,4634,4824,5199,6029,6491,6988
261,BLANCO,MUNICIPAL,K,BLANCO,N,1522,1535,1507,1480,1450,1414
263,BLOOMING GROVE,MUNICIPAL,C,NAVARRO,N,1038,1078,1168,1251,1355,1465
264,BLOSSOM,MUNICIPAL,D,LAMAR,N,1385,1389,1382,1376,1370,1364
265,BLUE BELL MANOR UTILITY,MUNICIPAL,H,HARRIS,N,3864,3876,3991,4046,3975,3977
267,BLUE RIDGE,MUNICIPAL,C,COLLIN,N,1653,2162,2740,3320,3959,4664
268,BOERNE,MUNICIPAL,L,KENDALL,N,25482,35084,47445,61796,78225,97031
269,BOGATA,MUNICIPAL,D,RED RIVER,N,892,841,795,755,717,679
271,BOLIVAR WSC,MUNICIPAL,C,COOKE,Y,1869,2045,2112,2154,2196,2244
271,BOLIVAR WSC,MUNICIPAL,C,DENTON,Y,9399,11786,14299,16855,20524,25205
271,BOLIVAR WSC,MUNICIPAL,C,WISE,Y,952,1047,1133,1199,1272,1351
272,BONHAM,MUNICIPAL,C,FANNIN,N,12465,15204,21585,28467,37686,45834
273,BOOKER,MUNICIPAL,A,LIPSCOMB,Y,1203,1143,1068,1003,940,876
273,BOOKER,MUNICIPAL,A,OCHILTREE,Y,20,21,21,21,21,21
274,BOVINA,MUNICIPAL,O,PARMER,N,1466,1331,1134,931,693,409
275,BOWIE,MUNICIPAL,B,MONTAGUE,N,6174,6547,6927,7310,7697,8088
276,BOYD,MUNICIPAL,C,WISE,N,1477,1879,2574,3202,3800,4200
277,BRACKETTVILLE,MUNICIPAL,J,KINNEY,N,1077,1020,983,960,937,914
278,BRADY,MUNICIPAL,F,MCCULLOCH,N,5566,5383,5189,5093,4994,4898
279,BRANDON IRENE WSC,MUNICIPAL,C,NAVARRO,Y,76,90,100,111,122,135
279,BRANDON IRENE WSC,MUNICIPAL,G,HILL,Y,1949,2005,2045,2084,2129,2180
280,BRAZORIA,MUNICIPAL,H,BRAZORIA,N,2834,2816,2811,2754,2694,2598
282,BRAZORIA COUNTY MUD 2,MUNICIPAL,H,BRAZORIA,N,3846,4046,4186,4377,4442,4427
283,BRAZORIA COUNTY MUD 3,MUNICIPAL,H,BRAZORIA,N,4185,4303,4355,4466,4590,4654
286,BRECKENRIDGE,MUNICIPAL,G,STEPHENS,N,5483,5189,4767,4473,4199,3798
287,BREMOND,MUNICIPAL,G,ROBERTSON,N,781,762,738,709,679,647
288,BRENHAM,MUNICIPAL,G,WASHINGTON,N,17003,17245,17179,17196,17214,17232
290,BRIDGE CITY,MUNICIPAL,I,ORANGE,N,11861,12737,12855,13221,13562,13878
291,BRIDGEPORT,MUNICIPAL,C,WISE,N,5814,5958,6093,6165,6246,6337
295,BROOKESMITH SUD,MUNICIPAL,F,BROWN,Y,6625,6735,6752,6778,6805,6834
295,BROOKESMITH SUD,MUNICIPAL,F,COLEMAN,Y,27,21,16,13,10,7
296,BROOKSHIRE MWD,MUNICIPAL,H,WALLER,N,5628,5866,5875,5951,6458,6955
298,BROWNFIELD,MUNICIPAL,O,TERRY,N,8861,9026,9158,9336,9548,9802
299,BROWNSBORO,MUNICIPAL,I,HENDERSON,N,1285,1395,1377,1419,1461,1503
300,BROWNSVILLE,MUNICIPAL,M,CAMERON,N,191689,196629,198396,197812,197213,196600
301,BROWNWOOD,MUNICIPAL,F,BROWN,N,19751,20081,20120,20189,20265,20350
302,BRUCEVILLE EDDY,MUNICIPAL,G,FALLS,Y,1253,1654,1766,1885,2013,2273
302,BRUCEVILLE EDDY,MUNICIPAL,G,MCLENNAN,Y,5343,5387,5750,6138,6551,6869
303,BRUSHY CREEK MUD,MUNICIPAL,G,WILLIAMSON,Y,19423,19423,19423,19421,19421,19421
303,BRUSHY CREEK MUD,MUNICIPAL,K,WILLIAMSON,Y,292,292,292,294,294,294
304,BRUSHY CREEK WSC,MUNICIPAL,C,HENDERSON,Y,681,702,719,733,750,768
304,BRUSHY CREEK WSC,MUNICIPAL,I,ANDERSON,Y,2812,2808,2771,2736,2701,2666
304,BRUSHY CREEK WSC,MUNICIPAL,I,HENDERSON,Y,30,31,30,30,30,30
305,BRYAN,MUNICIPAL,G,BRAZOS,N,103527,122757,145418,172357,217070,273294
307,BUDA,MUNICIPAL,K,HAYS,N,20475,28665,34156,39620,45959,53312
308,BUENA VISTA-BETHEL SUD,MUNICIPAL,C,ELLIS,N,7152,8701,10384,12081,13948,16004
309,BUFFALO,MUNICIPAL,H,LEON,N,1573,1490,1396,1337,1270,1195
310,BULLARD,MUNICIPAL,I,CHEROKEE,Y,375,371,365,356,349,340
310,BULLARD,MUNICIPAL,I,SMITH,Y,4169,4827,5286,5713,6129,6535
312,BUNKER HILL VILLAGE,MUNICIPAL,H,HARRIS,N,3938,4140,4142,4143,4155,4140
313,BURKBURNETT,MUNICIPAL,B,WICHITA,N,11079,10797,10349,9910,9491,9089
314,BURLESON,MUNICIPAL,C,TARRANT,Y,9765,10956,11941,12718,13573,14513
314,BURLESON,MUNICIPAL,G,JOHNSON,Y,42810,50305,57834,64697,72401,81047
315,BURNET,MUNICIPAL,K,BURNET,N,6963,7387,7752,8133,8567,9063
317,CADDO BASIN SUD,MUNICIPAL,C,COLLIN,Y,2289,11747,18804,21710,24225,25047
317,CADDO BASIN SUD,MUNICIPAL,D,HUNT,Y,15886,14328,16734,17259,17109,18651
318,CADDO MILLS,MUNICIPAL,D,HUNT,N,1083,1103,1123,1143,1165,1186
319,CALDWELL,MUNICIPAL,G,BURLESON,N,4293,4326,4310,4286,4260,4231
321,CALVERT,MUNICIPAL,G,ROBERTSON,N,1042,1016,983,942,899,856
322,CAMERON,MUNICIPAL,G,MILAM,N,5320,5237,5060,4898,4728,4552
323,CAMP WOOD,MUNICIPAL,J,REAL,N,339,288,246,214,181,149
326,CANADIAN,MUNICIPAL,A,HEMPHILL,N,2347,2339,2255,2200,2147,2094
328,CANTON,MUNICIPAL,D,VAN ZANDT,N,5415,6041,6673,7298,7982,8644
329,CANYON,MUNICIPAL,A,RANDALL,N,16546,18442,20225,21930,23642,25357
331,CARRIZO SPRINGS,MUNICIPAL,L,DIMMIT,N,4507,4302,4055,3825,3580,3307
332,CARROLLTON,MUNICIPAL,C,DALLAS,Y,55007,58186,61664,65328,69216,69480
332,CARROLLTON,MUNICIPAL,C,DENTON,Y,86261,91375,96677,102308,108261,108673
335,CASTROVILLE,MUNICIPAL,L,MEDINA,N,6496,7081,7930,9120,10214,10929
337,CELESTE,MUNICIPAL,D,HUNT,N,826,870,908,937,967,996
338,CELINA,MUNICIPAL,C,COLLIN,Y,65403,114328,190491,198744,245262,296640
338,CELINA,MUNICIPAL,C,DENTON,Y,1265,2170,3739,3970,5005,6054
339,CENTERVILLE,MUNICIPAL,H,LEON,N,872,861,845,835,820,803
341,CENTRAL WCID OF ANGELINA COUNTY,MUNICIPAL,I,ANGELINA,N,6016,6124,6181,6242,6303,6364
342,CHALK BLUFF WSC,MUNICIPAL,G,MCLENNAN,N,3608,4108,4608,5108,5608,6108
343,CHANDLER,MUNICIPAL,I,HENDERSON,N,4095,5045,6216,7658,9435,11624
344,CHARLOTTE,MUNICIPAL,L,ATASCOSA,N,1235,1127,1054,1084,1114,1145
345,CHATFIELD WSC,MUNICIPAL,C,NAVARRO,N,3318,3572,3782,3967,4172,4396
346,CHICO,MUNICIPAL,C,WISE,N,2054,2054,2054,2054,2054,2054
347,CHILDRESS,MUNICIPAL,A,CHILDRESS,N,5031,5206,5133,4991,4844,4697
348,CHILDRESS CREEK WSC,MUNICIPAL,G,BOSQUE,Y,1293,1262,1213,1171,1121,1067
348,CHILDRESS CREEK WSC,MUNICIPAL,G,MCLENNAN,Y,43,57,69,84,100,120
350,CHIMNEY HILL MUD,MUNICIPAL,H,HARRIS,N,5269,5269,5269,5270,5271,5274
351,CHINA,MUNICIPAL,I,JEFFERSON,N,980,990,988,976,964,952
355,CIBOLO,MUNICIPAL,L,GUADALUPE,N,25890,31422,37606,44137,51615,60179
356,CIMARRON PARK WATER,MUNICIPAL,K,HAYS,N,2115,2115,2115,2115,2115,2115
362,CISCO,MUNICIPAL,G,EASTLAND,N,3947,4027,4135,4172,4225,4295
363,CLARENDON,MUNICIPAL,A,DONLEY,N,1695,1603,1495,1429,1362,1296
364,CLARKSVILLE,MUNICIPAL,D,RED RIVER,N,2483,2198,1906,1677,1442,1206
365,CLARKSVILLE CITY,MUNICIPAL,D,GREGG,N,838,846,842,828,815,800
366,CLAUDE MUNICIPAL WATER SYSTEM,MUNICIPAL,A,ARMSTRONG,N,1097,1080,1071,1065,1057,1051
369,CLEBURNE,MUNICIPAL,G,JOHNSON,N,36047,40636,45230,49329,53937,59118
370,CLEVELAND,MUNICIPAL,H,LIBERTY,N,7976,8930,10011,11007,12022,13015
371,CLIFTON,MUNICIPAL,G,BOSQUE,N,3511,3776,4061,4368,4697,5052
373,CLUTE,MUNICIPAL,H,BRAZORIA,N,10231,9993,9897,9633,9346,8960
374,CLYDE,MUNICIPAL,G,CALLAHAN,N,3979,4007,4035,4063,4091,4120
375,COAHOMA,MUNICIPAL,F,HOWARD,N,948,980,998,974,947,919
376,COCKRELL HILL,MUNICIPAL,C,DALLAS,N,3610,3380,3255,3176,3089,2993
378,COLEMAN,MUNICIPAL,F,COLEMAN,N,3452,3000,2530,2171,1775,1326
380,COLLEGE MOUND SUD,MUNICIPAL,C,KAUFMAN,N,12664,14078,19045,29451,40174,50886
381,COLLEGE STATION,MUNICIPAL,G,BRAZOS,N,124105,140635,165452,194489,191010,187998
382,COLLEYVILLE,MUNICIPAL,C,TARRANT,N,28000,28000,28000,28000,28000,28000
383,COLLINSVILLE,MUNICIPAL,C,GRAYSON,N,2641,2907,3129,3331,3552,3794
384,COLMESNEIL,MUNICIPAL,I,TYLER,N,688,661,638,622,607,595
385,COLORADO CITY,MUNICIPAL,F,MITCHELL,N,6600,6626,6559,6626,6697,6768
386,COLUMBUS,MUNICIPAL,K,COLORADO,N,3369,3424,3460,3470,3469,3454
387,COMANCHE,MUNICIPAL,G,COMANCHE,N,4307,4259,4183,4158,4138,4120
388,COMBES,MUNICIPAL,M,CAMERON,N,3041,3120,3146,3135,3124,3111
389,COMBINE WSC,MUNICIPAL,C,DALLAS,Y,769,823,853,870,888,908
389,COMBINE WSC,MUNICIPAL,C,KAUFMAN,Y,2835,3271,3825,4439,5121,5876
392,COMMERCE,MUNICIPAL,D,HUNT,N,6332,6137,5977,5732,5489,5248
394,COMMUNITY WSC,MUNICIPAL,C,PARKER,Y,39,60,82,107,135,165
394,COMMUNITY WSC,MUNICIPAL,C,TARRANT,Y,4084,4570,4972,5289,5638,6021
397,CONROE,MUNICIPAL,H,MONTGOMERY,N,97770,119199,150040,180569,198690,216713
400,CONVERSE,MUNICIPAL,L,BEXAR,N,28362,28398,28398,28398,28398,28398
401,COOLIDGE,MUNICIPAL,G,LIMESTONE,N,736,714,685,658,627,597
402,COOPER,MUNICIPAL,D,DELTA,N,2067,2058,2045,2019,1993,1967
403,COPPELL,MUNICIPAL,C,DALLAS,Y,42352,42256,42339,42405,42500,42500
403,COPPELL,MUNICIPAL,C,DENTON,Y,1425,1376,1418,1452,1500,1500
405,COPPERAS COVE,MUNICIPAL,G,CORYELL,Y,48375,63971,73604,79781,81693,78916
405,COPPERAS COVE,MUNICIPAL,G,LAMPASAS,Y,1429,2252,2828,3411,3671,3632
406,CORINTH,MUNICIPAL,C,DENTON,N,29174,31493,39215,40348,42000,42000
408,CORRIGAN,MUNICIPAL,I,POLK,N,1409,1519,1572,1630,1688,1744
409,COTTONWOOD SHORES,MUNICIPAL,K,BURNET,N,1702,1939,2143,2372,2631,2925
410,COTULLA,MUNICIPAL,L,LA SALLE,N,3404,3346,3337,3360,3428,3558
411,COUNTY LINE SUD,MUNICIPAL,L,CALDWELL,Y,2627,3923,4830,6200,7000,7440
411,COUNTY LINE SUD,MUNICIPAL,L,HAYS,Y,34873,71077,115170,148761,167956,178513
412,"COUNTY-OTHER, ANDERSON",MUNICIPAL,I,ANDERSON,N,4595,4423,4283,4038,3766,3476
413,"COUNTY-OTHER, ANDREWS",MUNICIPAL,F,ANDREWS,N,7078,9537,12347,15177,18264,21630
414,"COUNTY-OTHER, ANGELINA",MUNICIPAL,I,ANGELINA,N,4984,5072,5124,5175,5226,5277
415,"COUNTY-OTHER, ARANSAS",MUNICIPAL,N,ARANSAS,N,5020,4996,4873,4763,4657,4553
416,"COUNTY-OTHER, ARCHER",MUNICIPAL,B,ARCHER,N,252,238,223,209,195,183
417,"COUNTY-OTHER, ARMSTRONG",MUNICIPAL,A,ARMSTRONG,N,722,709,702,695,690,683
418,"COUNTY-OTHER, ATASCOSA",MUNICIPAL,L,ATASCOSA,N,885,1184,1455,964,613,312
419,"COUNTY-OTHER, AUSTIN",MUNICIPAL,H,AUSTIN,N,15040,15398,15590,15663,15731,15843
420,"COUNTY-OTHER, BAILEY",MUNICIPAL,O,BAILEY,N,1900,1923,1804,1654,1440,1136
421,"COUNTY-OTHER, BANDERA",MUNICIPAL,J,BANDERA,N,18492,18865,19245,19634,20026,20422
422,"COUNTY-OTHER, BASTROP",MUNICIPAL,K,BASTROP,N,5703,6252,7513,9476,14791,22948
423,"COUNTY-OTHER, BAYLOR",MUNICIPAL,B,BAYLOR,N,13,13,12,11,11,11
424,"COUNTY-OTHER, BEE",MUNICIPAL,N,BEE,N,12196,11590,10428,8962,7330,5490
425,"COUNTY-OTHER, BELL",MUNICIPAL,G,BELL,N,4610,5192,5408,5012,4320,3347
426,"COUNTY-OTHER, BEXAR",MUNICIPAL,L,BEXAR,N,2077,3589,5171,5558,6081,4343
427,"COUNTY-OTHER, BLANCO",MUNICIPAL,K,BLANCO,N,7190,7156,6851,6544,6206,5834
428,"COUNTY-OTHER, BORDEN",MUNICIPAL,F,BORDEN,N,382,350,301,245,175,82
429,"COUNTY-OTHER, BOSQUE",MUNICIPAL,G,BOSQUE,N,6648,5964,5083,4219,3269,2224
430,"COUNTY-OTHER, BOWIE",MUNICIPAL,D,BOWIE,N,13829,13521,13187,12644,12085,11513
431,"COUNTY-OTHER, BRAZORIA",MUNICIPAL,H,BRAZORIA,N,99803,107535,116493,120794,125506,130202
432,"COUNTY-OTHER, BRAZOS",MUNICIPAL,G,BRAZOS,N,2497,2584,2961,3131,3436,3864
433,"COUNTY-OTHER, BREWSTER",MUNICIPAL,E,BREWSTER,N,1851,1781,1718,1667,1615,1563
434,"COUNTY-OTHER, BRISCOE",MUNICIPAL,O,BRISCOE,N,450,417,398,374,347,317
435,"COUNTY-OTHER, BROOKS",MUNICIPAL,N,BROOKS,N,2564,2417,2188,1895,1539,1092
436,"COUNTY-OTHER, BROWN",MUNICIPAL,F,BROWN,N,3042,3093,3099,3110,3120,3135
437,"COUNTY-OTHER, BURLESON",MUNICIPAL,G,BURLESON,N,7076,7080,6970,6847,6708,6555
438,"COUNTY-OTHER, BURNET",MUNICIPAL,K,BURNET,N,12981,11099,12752,14556,16554,18922
439,"COUNTY-OTHER, CALDWELL",MUNICIPAL,L,CALDWELL,N,703,936,1684,1295,1840,3159
440,"COUNTY-OTHER, CALHOUN",MUNICIPAL,L,CALHOUN,N,1934,2005,2044,2060,2106,2187
441,"COUNTY-OTHER, CALLAHAN",MUNICIPAL,G,CALLAHAN,N,2126,1940,1669,1359,1028,675
442,"COUNTY-OTHER, CAMERON",MUNICIPAL,M,CAMERON,N,26712,21315,15478,10491,7194,4294
443,"COUNTY-OTHER, CAMP",MUNICIPAL,D,CAMP,N,1430,1444,1448,1461,1474,1485
444,"COUNTY-OTHER, CARSON",MUNICIPAL,A,CARSON,N,1634,1453,1230,990,735,461
445,"COUNTY-OTHER, CASS",MUNICIPAL,D,CASS,N,8232,7459,6566,5764,4904,3953
446,"COUNTY-OTHER, CASTRO",MUNICIPAL,O,CASTRO,N,2456,2355,2219,2103,1958,1775
447,"COUNTY-OTHER, CHAMBERS",MUNICIPAL,H,CHAMBERS,N,24600,36406,53709,70477,88420,108938
448,"COUNTY-OTHER, CHEROKEE",MUNICIPAL,I,CHEROKEE,N,3903,3340,2644,1874,1046,153
449,"COUNTY-OTHER, CHILDRESS",MUNICIPAL,A,CHILDRESS,N,105,39,39,71,107,142
450,"COUNTY-OTHER, CLAY",MUNICIPAL,B,CLAY,N,3012,2633,2211,1817,1438,1072
451,"COUNTY-OTHER, COCHRAN",MUNICIPAL,O,COCHRAN,N,630,590,543,498,451,403
452,"COUNTY-OTHER, COKE",MUNICIPAL,F,COKE,N,1544,1652,1759,1933,2123,2328
453,"COUNTY-OTHER, COLEMAN",MUNICIPAL,F,COLEMAN,N,144,116,83,58,31,16
454,"COUNTY-OTHER, COLLIN",MUNICIPAL,C,COLLIN,N,3794,5035,6276,7518,8759,10000
455,"COUNTY-OTHER, COLLINGSWORTH",MUNICIPAL,A,COLLINGSWORTH,N,508,489,461,437,415,392
456,"COUNTY-OTHER, COLORADO",MUNICIPAL,K,COLORADO,N,11455,11193,10878,10552,10183,9768
457,"COUNTY-OTHER, COMAL",MUNICIPAL,L,COMAL,N,20649,24003,33812,74195,98879,129543
458,"COUNTY-OTHER, COMANCHE",MUNICIPAL,G,COMANCHE,N,7117,6845,6445,6276,6087,5870
459,"COUNTY-OTHER, CONCHO",MUNICIPAL,F,CONCHO,N,1337,1270,1206,1144,1063,960
460,"COUNTY-OTHER, COOKE",MUNICIPAL,C,COOKE,N,5976,6178,6367,6557,6800,7000
461,"COUNTY-OTHER, CORYELL",MUNICIPAL,G,CORYELL,N,3543,3737,3668,3328,2931,2468
462,"COUNTY-OTHER, COTTLE",MUNICIPAL,B,COTTLE,N,204,190,183,177,171,162
463,"COUNTY-OTHER, CRANE",MUNICIPAL,F,CRANE,N,1565,1980,2358,2676,3023,3401
464,"COUNTY-OTHER, CROCKETT",MUNICIPAL,F,CROCKETT,N,575,530,483,448,413,375
465,"COUNTY-OTHER, CROSBY",MUNICIPAL,O,CROSBY,N,928,859,775,696,612,522
466,"COUNTY-OTHER, CULBERSON",MUNICIPAL,E,CULBERSON,N,249,231,216,202,188,174
467,"COUNTY-OTHER, DALLAM",MUNICIPAL,A,DALLAM,N,1250,1258,1244,1059,854,631
468,"COUNTY-OTHER, DALLAS",MUNICIPAL,C,DALLAS,N,1000,1400,1800,2200,2600,3000
469,"COUNTY-OTHER, DAWSON",MUNICIPAL,O,DAWSON,N,4527,4543,4549,4532,4521,4518
470,"COUNTY-OTHER, DEAF SMITH",MUNICIPAL,O,DEAF SMITH,N,4203,3901,3386,2678,1814,718
471,"COUNTY-OTHER, DELTA",MUNICIPAL,D,DELTA,N,1098,1054,1006,939,872,804
472,"COUNTY-OTHER, DENTON",MUNICIPAL,C,DENTON,N,51205,80964,110723,140482,185121,214880
473,"COUNTY-OTHER, DEWITT",MUNICIPAL,L,DEWITT,N,7225,7227,7202,7213,7227,7246
474,"COUNTY-OTHER, DICKENS",MUNICIPAL,O,DICKENS,N,842,783,701,623,543,460
475,"COUNTY-OTHER, DIMMIT",MUNICIPAL,L,DIMMIT,N,1903,1714,1485,1246,910,329
476,"COUNTY-OTHER, DONLEY",MUNICIPAL,A,DONLEY,N,1035,972,895,852,809,767
477,"COUNTY-OTHER, DUVAL",MUNICIPAL,N,DUVAL,N,2074,1838,1642,1474,1248,934
478,"COUNTY-OTHER, EASTLAND",MUNICIPAL,G,EASTLAND,N,2976,2877,2504,2338,2055,1636
479,"COUNTY-OTHER, ECTOR",MUNICIPAL,F,ECTOR,N,41687,40251,33536,34154,35371,37221
480,"COUNTY-OTHER, EDWARDS",MUNICIPAL,J,EDWARDS,N,501,401,321,273,225,177
481,"COUNTY-OTHER, ELLIS",MUNICIPAL,C,ELLIS,N,6500,6960,7420,7880,8340,8800
482,"COUNTY-OTHER, EL PASO",MUNICIPAL,E,EL PASO,N,2148,2238,2285,2304,2323,2343
483,"COUNTY-OTHER, ERATH",MUNICIPAL,G,ERATH,N,18207,19748,21549,23679,26068,28756
484,"COUNTY-OTHER, FALLS",MUNICIPAL,G,FALLS,N,6889,6241,5485,4767,3806,2510
485,"COUNTY-OTHER, FANNIN",MUNICIPAL,C,FANNIN,N,3800,3838,4069,4333,4760,5000
486,"COUNTY-OTHER, FAYETTE",MUNICIPAL,K,FAYETTE,N,4681,3786,2813,2078,1278,418
487,"COUNTY-OTHER, FISHER",MUNICIPAL,G,FISHER,N,907,874,850,835,823,811
488,"COUNTY-OTHER, FLOYD",MUNICIPAL,O,FLOYD,N,1222,1128,1024,928,820,700
489,"COUNTY-OTHER, FOARD",MUNICIPAL,B,FOARD,N,75,67,62,57,53,49
